"LFQ.intensity.AROM_Rep1"	"LFQ.intensity.AROM_Rep2"	"LFQ.intensity.AROM_Rep3"	"LFQ.intensity.WT_Rep1"	"LFQ.intensity.WT_Rep2"	"LFQ.intensity.WT_Rep3"	"id"	"Uniprot"	"Symbol"	"ProteinNames"
0	0	0	0	0	2048500	3631	"Q9D1L0"	"Chchd2"	"Coiled-coil-helix-coiled-coil-helix domain-containing protein 2"
0	0	0	0	0	3630300	3641	"Q9D289"	"Trappc6b"	"Trafficking protein particle complex subunit 6B"
0	0	0	0	6273500	0	3644	"Q9D2F7"	"Nup210l"	"Nuclear pore membrane glycoprotein 210-like"
0	0	0	28508000	0	0	3652	"Q9D328"	"Tmem35a"	"Transmembrane protein 35"
0	0	0	0	5768900	5076800	3661	"Q9D3U0"	"Pus10"	"Putative tRNA pseudouridine synthase Pus10"
0	0	0	2386500	0	0	3662	"Q9D3V1"	"Iqcd"	"IQ domain-containing protein D"
0	0	0	4675100	0	0	3666	"Q9D454"	NA	"Uncharacterized protein CXorf49 homolog"
0	0	0	5263900	0	0	3674	"Q9D4K7"	"Ccdc105"	"Coiled-coil domain-containing protein 105"
0	0	0	6902100	0	0	3675	"Q9D4P7"	"Gstt4"	"Glutathione S-transferase theta-4"
0	0	0	0	7689000	10311000	3678	"Q9D572"	"Ubxn11"	"UBX domain-containing protein 11"
0	0	0	0	0	3983500	3679	"Q9D581"	"Efcab10"	"EF-hand calcium-binding domain-containing protein 10"
0	0	0	1511000	0	0	3682	"Q9D5P4"	"Adad2"	"Adenosine deaminase domain-containing protein 2"
0	0	0	0	10350000	6372000	3684	"Q9D5T7"	"Hormad1"	"HORMA domain-containing protein 1"
0	0	0	13483000	0	0	3689	"Q9D5Y0"	NA	"Uncharacterized protein C7orf31 homolog"
0	0	0	0	0	2791500	3691	"Q9D620"	"Rab11fip1"	"Rab11 family-interacting protein 1"
0	0	0	0	10380000	0	3698	"Q9D6L8"	"Ppil3"	"Peptidyl-prolyl cis-trans isomerase-like 3"
0	0	0	1484900	0	0	3702	"Q9D6T0"	"Nosip"	"Nitric oxide synthase-interacting protein"
0	0	0	0	0	10501000	3705	"Q9D6X5"	"Slc52a3"	"Solute carrier family 52, riboflavin transporter, member 3"
0	0	0	4115800	0	0	3707	"Q9D6Y9"	"Gbe1"	"1,4-alpha-glucan-branching enzyme"
0	0	0	1938100	0	0	3715	"Q9D7E4"	NA	"UPF0449 protein C19orf25 homolog"
0	0	0	0	4440300	0	3730	"Q9D820"	"Prorsd1"	"Prolyl-tRNA synthetase associated domain-containing protein 1"
0	0	0	11001000	0	0	3738	"Q9D898"	"Arpc5l"	"Actin-related protein 2/3 complex subunit 5-like protein"
0	0	0	0	9989300	14872000	3748	"Q9D8S9"	"Bola1"	"BolA-like protein 1"
0	0	0	0	6713800	0	3754	"Q9D8X2"	"Ccdc124"	"Coiled-coil domain-containing protein 124"
0	0	0	12642000	0	0	3772	"Q9D9M5"	"Phospho2"	"Pyridoxal phosphate phosphatase PHOSPHO2"
0	0	0	0	8742000	9410400	3779	"Q9D9W0"	"Spatc1l"	"Speriolin-like protein"
0	0	0	0	13166000	9620600	3781	"Q9D9Z1"	"Knstrn"	"Small kinetochore-associated protein"
0	0	0	9568500	0	0	3782	"Q9D9Z7"	"Subh2bv"	"Histone H2B subacrosomal variant"
0	0	0	0	0	1615100	3785	"Q9DA47"	"Tmem239"	"Transmembrane protein 239"
0	0	0	1738000	0	0	3787	"Q9DA60"	"Tex44"	"Uncharacterized protein C2orf57 homolog"
0	0	0	0	19802000	0	3792	"Q9DAD6"	"Pfn3"	"Profilin-3"
0	0	0	4510600	0	0	3793	"Q9DAF3"	"Ddi1"	"Protein DDI1 homolog 1"
0	0	0	3432700	0	0	3798	"Q9DAK2"	"Pacrg"	"Parkin coregulated gene protein homolog"
0	0	0	5154900	0	0	3800	"Q9DAL3"	"Ccdc54"	"Coiled-coil domain-containing protein 54"
0	0	0	0	0	9172700	3813	"Q9DAT2"	"Mrgbp"	"MRG/MORF4L-binding protein"
0	0	0	0	0	6204700	3827	"Q9DB43"	"Zfpl1"	"Zinc finger protein-like 1"
0	0	0	7856500	0	0	3845	"Q9DBG7"	"Srpra"	"Signal recognition particle receptor subunit alpha"
0	0	0	4610300	0	0	3852	"Q9DBM2"	"Ehhadh"	"Peroxisomal bifunctional enzyme;Enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase;3-hydroxyacyl-CoA dehydrogenase"
0	0	0	0	0	8034000	3860	"Q9DBS2"	"Tprg1l"	"Tumor protein p63-regulated gene 1-like protein"
0	0	0	0	0	3665700	3863	"Q9DBW3"	"Natd1"	"Protein NATD1"
0	0	0	0	10878000	8589400	3865	"Q9DBY1"	"Syvn1"	"E3 ubiquitin-protein ligase synoviolin"
0	0	0	0	0	1612500	3873	"Q9DC63"	"Fbxo3"	"F-box only protein 3"
0	0	0	3222500	0	0	3876	"Q9DC77"	"Smpx"	"Small muscular protein"
0	0	0	0	0	7771600	3879	"Q9DCC8"	"Tomm20"	"Mitochondrial import receptor subunit TOM20 homolog"
0	0	0	0	4613500	0	3886	"Q9DCH6"	"Zfand6"	"AN1-type zinc finger protein 6"
0	0	0	0	3423200	0	3887	"Q9DCJ1"	"Mlst8"	"Target of rapamycin complex subunit LST8"
0	0	0	0	0	7009300	3888	"Q9DCJ5"	"Ndufa8"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8"
0	0	0	0	0	5742900	3894	"Q9DCN1"	"Nudt12"	"Peroxisomal NADH pyrophosphatase NUDT12"
0	0	0	0	0	12178000	3903	"Q9DCT8"	"Crip2"	"Cysteine-rich protein 2"
0	0	0	0	0	3410500	3908	"Q9DD02"	"Hikeshi"	"Protein Hikeshi"
0	0	0	2582500	0	0	3909	"Q9DD03"	"Rab13"	"Ras-related protein Rab-13"
0	0	0	0	0	7881800	3925	"Q9EPV8"	"Ubl5"	"Ubiquitin-like protein 5"
0	0	0	8336700	0	0	3926	"Q9EPW0"	"Inpp4a"	"Type I inositol 3,4-bisphosphate 4-phosphatase"
0	0	0	773380	0	0	3933	"Q9EQG3"	"Scel"	"Sciellin"
0	0	0	0	0	2298500	3937	"Q9EQI8"	"Mrpl46"	"39S ribosomal protein L46, mitochondrial"
0	0	0	0	0	4191500	3940	"Q9EQQ2"	"Yipf5"	"Protein YIPF5"
0	0	0	0	1505900	0	3943	"Q9EQW7"	"Kif13a"	"Kinesin-like protein KIF13A;Kinesin-like protein KIF16B"
0	0	0	1167400	0	0	3945	"Q9ER69"	"Wtap"	"Pre-mRNA-splicing regulator WTAP"
0	0	0	0	0	4811100	3949	"Q9ERD6"	"Ralgps2"	"Ras-specific guanine nucleotide-releasing factor RalGPS2"
0	0	0	0	0	2849000	3962	"Q9ERY9"	"Erg28"	"Probable ergosterol biosynthetic protein 28"
0	0	0	0	0	6697200	3963	"Q9ERZ0"	"Hemgn"	"Hemogen"
0	0	0	1517000	0	0	3966	"Q9ES46"	"Parvb"	"Beta-parvin"
0	0	0	0	0	16678000	3969	"Q9ES64"	"Ush1c"	"Harmonin"
0	0	0	0	838830	0	3970	"Q9ES74"	"Nek7"	"Serine/threonine-protein kinase Nek7"
0	0	0	0	0	8940100	3976	"Q9ESL0"	"Oxct2b"	"Succinyl-CoA:3-ketoacid coenzyme A transferase 2B, mitochondrial"
0	0	0	0	651480	0	3983	"Q9ET01"	"Pygl"	"Glycogen phosphorylase, liver form"
0	0	0	0	848650	0	3997	"Q9JHL1"	"Slc9a3r2"	"Na(+)/H(+) exchange regulatory cofactor NHE-RF2"
0	0	0	0	0	27434000	4011	"Q9JI19"	"Fibp"	"Acidic fibroblast growth factor intracellular-binding protein"
0	0	0	2897800	0	0	4014	"Q9JI99"	"Sgpp1"	"Sphingosine-1-phosphate phosphatase 1"
0	0	0	0	13357000	8980700	4025	"Q9JIL4"	"Pdzk1"	"Na(+)/H(+) exchange regulatory cofactor NHE-RF3"
0	0	0	0	0	12447000	4029	"Q9JIX0"	"Eny2"	"Transcription and mRNA export factor ENY2"
0	0	0	0	12080000	9307800	4037	"Q9JJB1"	"Tmem191c"	"Transmembrane protein 191C"
0	0	0	4306800	0	0	4055	"Q9JK42"	"Pdk2"	"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial"
0	0	0	4051800	0	0	4065	"Q9JKP8"	"Chrac1"	"Chromatin accessibility complex protein 1"
0	0	0	0	10397000	9685600	4067	"Q9JKS5"	"Habp4"	"Intracellular hyaluronan-binding protein 4"
0	0	0	3542500	0	0	4069	"Q9JKV5"	"Scamp4"	"Secretory carrier-associated membrane protein 4"
0	0	0	7527200	0	0	4075	"Q9JLB0"	"Mpp6"	"MAGUK p55 subfamily member 6"
0	0	0	0	0	9831300	4077	"Q9JLI6"	"Scly"	"Selenocysteine lyase"
0	0	0	0	22081000	18266000	4078	"Q9JLI7"	"Spag6"	"Sperm-associated antigen 6"
0	0	0	0	0	1102700	4082	"Q9JLJ5"	"Elovl1"	"Elongation of very long chain fatty acids protein 1"
0	0	0	0	0	943110	4090	"Q9JM05"	"Pias4"	"E3 SUMO-protein ligase PIAS4"
0	0	0	0	14810000	0	4100	"Q9JMD3"	"Stard10"	"PCTP-like protein"
0	0	0	0	0	2559400	4101	"Q9JMG1"	"Edf1"	"Endothelial differentiation-related factor 1"
0	0	0	7697800	0	0	4106	"Q9QUG3"	"Prnd"	"Prion-like protein doppel"
0	0	0	0	0	10148000	4107	"Q9QUH0"	"Glrx"	"Glutaredoxin-1"
0	0	0	0	0	1848900	4112	"Q9QVN7"	"Tcea2"	"Transcription elongation factor A protein 2"
0	0	0	0	14004000	10888000	4114	"Q9QWV4"	"Mlf1"	"Myeloid leukemia factor 1"
0	0	0	6799300	0	0	4124	"Q9QXF8"	"Gnmt"	"Glycine N-methyltransferase"
0	0	0	5639900	0	0	4127	"Q9QXK7"	"Cpsf3"	"Cleavage and polyadenylation specificity factor subunit 3"
0	0	0	0	25959000	18454000	4155	"Q9QYL0"	"Hils1"	"Spermatid-specific linker histone H1-like protein"
0	0	0	0	0	6354800	4170	"Q9QZD8"	"Slc25a10"	"Mitochondrial dicarboxylate carrier"
0	0	0	2271800	0	0	4174	"Q9QZI9"	"Serinc3"	"Serine incorporator 3"
0	0	0	0	0	3155500	4179	"Q9QZR0"	"Rnf25"	"E3 ubiquitin-protein ligase RNF25"
0	0	0	3215000	0	0	4182	"Q9R020"	"Zranb2"	"Zinc finger Ran-binding domain-containing protein 2"
0	0	0	0	0	3443400	4202	"Q9R0Q6"	"Arpc1a"	"Actin-related protein 2/3 complex subunit 1A"
0	0	0	0	0	4019600	4212	"Q9R157"	"Adam18"	"Disintegrin and metalloproteinase domain-containing protein 18"
0	0	0	0	25742000	0	4213	"Q9R182"	"Angptl3"	"Angiopoietin-related protein 3"
0	0	0	0	0	2935200	4215	"Q9R1C6"	"Dgke"	"Diacylglycerol kinase epsilon"
0	0	0	0	0	2550200	4222	"Q9R1Q7"	"Plp2"	"Proteolipid protein 2"
0	0	0	0	5802700	0	4232	"Q9WTK2"	"Cdyl"	"Chromodomain Y-like protein"
0	0	0	5988700	0	0	4239	"Q9WTQ8"	"Timm23"	"Mitochondrial import inner membrane translocase subunit Tim23"
0	0	0	0	6853400	0	4259	"Q9WUK4"	"Rfc2"	"Replication factor C subunit 2"
0	0	0	0	6368700	0	4268	"Q9WUZ9"	"Entpd5"	"Ectonucleoside triphosphate diphosphohydrolase 5"
0	0	0	1775300	0	0	4270	"Q9WV04"	"Kif9"	"Kinesin-like protein KIF9"
0	0	0	4822100	0	0	4274	"Q9WV38"	"Slc2a5"	"Solute carrier family 2, facilitated glucose transporter member 5"
0	0	0	0	0	25127000	4290	"Q9WVK0"	"Agtrap"	"Type-1 angiotensin II receptor-associated protein"
0	0	0	4776600	0	0	4293	"Q9WVL3"	"Slc12a7"	"Solute carrier family 12 member 7"
0	0	0	8458700	0	0	4299	"Q9Z0H3"	"Smarcb1"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1"
0	0	0	0	4263700	0	4314	"Q9Z0V7"	"Timm17b"	"Mitochondrial import inner membrane translocase subunit Tim17-B"
0	0	0	0	0	2832800	4326	"Q9Z172"	"Sumo3"	"Small ubiquitin-related modifier 3"
0	0	0	32110000	9631800	16817000	4335	"Q9Z1L2"	"Syngr4"	"Synaptogyrin-4"
0	0	0	0	0	2818300	4351	"Q9Z239"	"Fxyd1"	"Phospholemman"
0	0	0	0	0	3204800	4353	"Q9Z266"	"Snapin"	"SNARE-associated protein Snapin"
0	0	0	0	6927200	6388100	4358	"Q9Z2D0"	"Mtmr9"	"Myotubularin-related protein 9"
0	0	0	0	0	3072300	4368	"Q9Z2L7"	"Crlf3"	"Cytokine receptor-like factor 3"
